ProductKey;OrderDateKey;CustomerKey;SalesTerritoryKey;OrderNumber;Quantity;Discount;TotalCost;SalesAmount;Freight
529;20131229;15599;9;SO74150;1;0;1,4923;3,99;0,0998
539;20131229;15599;9;SO74150;1;0;9,3463;24,99;0,6248
480;20131229;15599;9;SO74150;1;0;0,8565;2,29;0,0573
485;20131229;17500;9;SO74151;1;0;8,2205;21,98;0,5495
478;20131229;17500;9;SO74151;1;0;3,7363;9,99;0,2498
477;20131229;17500;9;SO74151;1;0;1,8663;4,99;0,1248
538;20131229;18444;9;SO74152;1;0;8,0373;21,49;0,5373
529;20131229;18444;9;SO74152;1;0;1,4923;3,99;0,0998
478;20131229;29305;9;SO74153;1;0;3,7363;9,99;0,2498
477;20131229;29305;9;SO74153;1;0;1,8663;4,99;0,1248
465;20131229;11902;9;SO74154;1;0;9,1593;24,49;0,6123
225;20131229;11051;9;SO74155;1;0;6,9223;8,99;0,2248
228;20131229;11051;9;SO74155;1;0;38,4923;49,99;1,2498
480;20131229;12666;9;SO74156;1;0;0,8565;2,29;0,0573
214;20131229;11884;1;SO74157;1;0;13,0863;34,99;0,8748
529;20131229;11170;1;SO74158;1;0;1,4923;3,99;0,0998
214;20131229;11170;1;SO74158;1;0;13,0863;34,99;0,8748
228;20131229;11170;1;SO74158;1;0;38,4923;49,99;1,2498
225;20131229;11170;1;SO74158;1;0;6,9223;8,99;0,2248
538;20131229;27532;1;SO74159;1;0;8,0373;21,49;0,5373
480;20131229;27532;1;SO74159;1;0;0,8565;2,29;0,0573
538;20131229;28238;4;SO74160;1;0;8,0373;21,49;0,5373
538;20131229;11502;6;SO74161;1;0;8,0373;21,49;0,5373
529;20131229;11502;6;SO74161;1;0;1,4923;3,99;0,0998
484;20131229;11502;6;SO74161;1;0;2,9733;7,95;0,1988
529;20131229;25330;4;SO74162;1;0;1,4923;3,99;0,0998
471;20131229;25330;4;SO74162;1;0;23,749;63,50;1,5875
540;20131229;25330;4;SO74162;1;0;12,1924;32,60;0,815
535;20131229;26528;1;SO74163;1;0;9,3463;24,99;0,6248
528;20131229;26528;1;SO74163;1;0;1,8663;4,99;0,1248
473;20131229;26528;1;SO74163;1;0;23,749;63,50;1,5875
217;20131229;26528;1;SO74163;1;0;13,0863;34,99;0,8748
540;20131229;14274;6;SO74164;1;0;12,1924;32,60;0,815
529;20131229;14274;6;SO74164;1;0;1,4923;3,99;0,0998
529;20131229;24517;4;SO74165;1;0;1,4923;3,99;0,0998
540;20131229;24517;4;SO74165;1;0;12,1924;32,60;0,815
237;20131229;24517;4;SO74165;1;0;38,4923;49,99;1,2498
478;20131229;16721;6;SO74166;1;0;3,7363;9,99;0,2498
477;20131229;16721;6;SO74166;1;0;1,8663;4,99;0,1248
217;20131229;16721;6;SO74166;1;0;13,0863;34,99;0,8748
478;20131229;21696;1;SO74167;1;0;3,7363;9,99;0,2498
477;20131229;21696;1;SO74167;1;0;1,8663;4,99;0,1248
488;20131229;21696;1;SO74167;1;0;41,5723;53,99;1,3498
475;20131229;19885;1;SO74168;1;0;26,1763;69,99;1,7498
488;20131229;19885;1;SO74168;1;0;41,5723;53,99;1,3498
476;20131229;18356;6;SO74169;1;0;26,1763;69,99;1,7498
228;20131229;18356;6;SO74169;1;0;38,4923;49,99;1,2498
477;20131229;25367;6;SO74170;1;0;1,8663;4,99;0,1248
528;20131229;15495;4;SO74171;1;0;1,8663;4,99;0,1248
214;20131229;15495;4;SO74171;1;0;13,0863;34,99;0,8748
485;20131229;19200;6;SO74172;1;0;8,2205;21,98;0,5495
234;20131229;19200;6;SO74172;1;0;38,4923;49,99;1,2498
528;20131229;14689;7;SO74173;1;0;1,8663;4,99;0,1248
535;20131229;15060;7;SO74174;1;0;9,3463;24,99;0,6248
485;20131229;16191;10;SO74175;1;0;8,2205;21,98;0,5495
528;20131229;20144;8;SO74176;1;0;1,8663;4,99;0,1248
536;20131229;20144;8;SO74176;1;0;11,2163;29,99;0,7498
485;20131229;20144;8;SO74176;1;0;8,2205;21,98;0,5495
473;20131229;20144;8;SO74176;1;0;23,749;63,50;1,5875
477;20131229;14958;10;SO74177;1;0;1,8663;4,99;0,1248
465;20131229;14958;10;SO74177;1;0;9,1593;24,49;0,6123
477;20131229;21825;8;SO74178;1;0;1,8663;4,99;0,1248
538;20131229;26980;8;SO74179;1;0;8,0373;21,49;0,5373
480;20131229;26980;8;SO74179;1;0;0,8565;2,29;0,0573
530;20131229;24124;7;SO74180;1;0;1,8663;4,99;0,1248
487;20131229;24124;7;SO74180;1;0;20,5663;54,99;1,3748
538;20131229;25807;7;SO74181;1;0;8,0373;21,49;0,5373
529;20131229;25807;7;SO74181;1;0;1,4923;3,99;0,0998
473;20131229;25807;7;SO74181;1;0;23,749;63,50;1,5875
537;20131229;11640;6;SO74182;1;0;13,09;35,00;0,875
480;20131229;11640;6;SO74182;1;0;0,8565;2,29;0,0573
484;20131229;11640;6;SO74182;1;0;2,9733;7,95;0,1988
537;20131229;12959;6;SO74183;1;0;13,09;35,00;0,875
537;20131229;15536;6;SO74184;1;0;13,09;35,00;0,875
528;20131229;15536;6;SO74184;1;0;1,8663;4,99;0,1248
222;20131229;15536;6;SO74184;1;0;13,0863;34,99;0,8748
484;20131228;11877;4;SO74096;1;0;2,9733;7,95;0,1988
535;20131228;11371;9;SO74097;1;0;9,3463;24,99;0,6248
485;20131228;22923;9;SO74098;1;0;8,2205;21,98;0,5495
485;20131228;21975;9;SO74099;1;0;8,2205;21,98;0,5495
472;20131228;21975;9;SO74099;1;0;23,749;63,50;1,5875
537;20131228;21992;9;SO74100;1;0;13,09;35,00;0,875
528;20131228;21992;9;SO74100;1;0;1,8663;4,99;0,1248
485;20131228;21992;9;SO74100;1;0;8,2205;21,98;0,5495
480;20131228;21992;9;SO74100;1;0;0,8565;2,29;0,0573
483;20131228;21992;9;SO74100;1;0;44,88;120,00;3,00
530;20131228;28140;9;SO74101;1;0;1,8663;4,99;0,1248
222;20131228;28140;9;SO74101;1;0;13,0863;34,99;0,8748
530;20131228;22973;9;SO74102;1;0;1,8663;4,99;0,1248
480;20131228;22973;9;SO74102;1;0;0,8565;2,29;0,0573
478;20131228;28955;9;SO74103;1;0;3,7363;9,99;0,2498
477;20131228;28955;9;SO74103;1;0;1,8663;4,99;0,1248
376;20131228;20807;10;SO74104;1;0;1554,9479;2443,35;61,0838
477;20131228;20807;10;SO74104;1;0;1,8663;4,99;0,1248
479;20131228;20807;10;SO74104;1;0;3,3623;8,99;0,2248
225;20131228;20807;10;SO74104;1;0;6,9223;8,99;0,2248
477;20131228;20223;9;SO74105;1;0;1,8663;4,99;0,1248
479;20131228;20223;9;SO74105;1;0;3,3623;8,99;0,2248
217;20131228;20223;9;SO74105;1;0;13,0863;34,99;0,8748
231;20131228;20223;9;SO74105;1;0;38,4923;49,99;1,2498
361;20131228;16250;10;SO74106;1;0;1251,9813;2294,99;57,3748
222;20131228;16250;10;SO74106;1;0;13,0863;34,99;0,8748
355;20131228;13570;8;SO74107;1;0;1265,6195;2319,99;57,9998
478;20131228;13570;8;SO74107;1;0;3,7363;9,99;0,2498
477;20131228;13570;8;SO74107;1;0;1,8663;4,99;0,1248
222;20131228;13570;8;SO74107;1;0;13,0863;34,99;0,8748
355;20131228;14984;10;SO74108;1;0;1265,6195;2319,99;57,9998
478;20131228;14984;10;SO74108;1;0;3,7363;9,99;0,2498
477;20131228;14984;10;SO74108;1;0;1,8663;4,99;0,1248
481;20131228;14984;10;SO74108;1;0;3,3623;8,99;0,2248
361;20131228;19918;10;SO74109;1;0;1251,9813;2294,99;57,3748
478;20131228;19918;10;SO74109;1;0;3,7363;9,99;0,2498
487;20131228;19918;10;SO74109;1;0;20,5663;54,99;1,3748
529;20131228;24727;1;SO74110;1;0;1,4923;3,99;0,0998
540;20131228;24727;1;SO74110;1;0;12,1924;32,60;0,815
214;20131228;24727;1;SO74110;1;0;13,0863;34,99;0,8748
528;20131228;26009;4;SO74111;1;0;1,8663;4,99;0,1248
535;20131228;26009;4;SO74111;1;0;9,3463;24,99;0,6248
480;20131228;26009;4;SO74111;1;0;0,8565;2,29;0,0573
484;20131228;26009;4;SO74111;1;0;2,9733;7,95;0,1988
536;20131228;22726;1;SO74112;1;0;11,2163;29,99;0,7498
478;20131228;12159;6;SO74113;1;0;3,7363;9,99;0,2498
477;20131228;12159;6;SO74113;1;0;1,8663;4,99;0,1248
478;20131228;21495;1;SO74114;1;0;3,7363;9,99;0,2498
477;20131228;21495;1;SO74114;1;0;1,8663;4,99;0,1248
225;20131228;21495;1;SO74114;1;0;6,9223;8,99;0,2248
475;20131228;19840;4;SO74115;1;0;26,1763;69,99;1,7498
237;20131228;19840;4;SO74115;1;0;38,4923;49,99;1,2498
476;20131228;18945;4;SO74116;1;0;26,1763;69,99;1,7498
482;20131228;18945;4;SO74116;1;0;3,3623;8,99;0,2248
474;20131228;18834;1;SO74117;1;0;26,1763;69,99;1,7498
237;20131228;18834;1;SO74117;1;0;38,4923;49,99;1,2498
528;20131228;23513;6;SO74118;1;0;1,8663;4,99;0,1248
222;20131228;23513;6;SO74118;1;0;13,0863;34,99;0,8748
467;20131228;23513;6;SO74118;1;0;9,1593;24,49;0,6123
528;20131228;23518;6;SO74119;1;0;1,8663;4,99;0,1248
535;20131228;17967;10;SO74120;1;0;9,3463;24,99;0,6248
528;20131228;17967;10;SO74120;1;0;1,8663;4,99;0,1248
480;20131228;17967;10;SO74120;1;0;0,8565;2,29;0,0573
529;20131228;19331;8;SO74121;1;0;1,4923;3,99;0,0998
539;20131228;19331;8;SO74121;1;0;9,3463;24,99;0,6248
225;20131228;12304;10;SO74122;1;0;6,9223;8,99;0,2248
489;20131228;12304;10;SO74122;1;0;41,5723;53,99;1,3498
529;20131228;24571;7;SO74123;1;0;1,4923;3,99;0,0998
538;20131228;24571;7;SO74123;1;0;8,0373;21,49;0,5373
480;20131228;24571;7;SO74123;1;0;0,8565;2,29;0,0573
538;20131228;21676;7;SO74124;1;0;8,0373;21,49;0,5373
480;20131228;21676;7;SO74124;1;0;0,8565;2,29;0,0573
528;20131228;11717;1;SO74125;1;0;1,8663;4,99;0,1248
537;20131228;11717;1;SO74125;1;0;13,09;35,00;0,875
471;20131228;11717;1;SO74125;1;0;23,749;63,50;1,5875
222;20131228;11717;1;SO74125;1;0;13,0863;34,99;0,8748
530;20131228;15615;10;SO74126;1;0;1,8663;4,99;0,1248
479;20131228;15615;10;SO74126;1;0;3,3623;8,99;0,2248
477;20131228;15615;10;SO74126;1;0;1,8663;4,99;0,1248
481;20131228;15615;10;SO74126;1;0;3,3623;8,99;0,2248
357;20131228;13735;1;SO74127;1;0;1265,6195;2319,99;57,9998
477;20131228;13735;1;SO74127;1;0;1,8663;4,99;0,1248
478;20131228;13735;1;SO74127;1;0;3,7363;9,99;0,2498
359;20131228;21272;6;SO74128;1;0;1251,9813;2294,99;57,3748
478;20131228;21272;6;SO74128;1;0;3,7363;9,99;0,2498
477;20131228;21272;6;SO74128;1;0;1,8663;4,99;0,1248
491;20131228;21272;6;SO74128;1;0;41,5723;53,99;1,3498
355;20131228;18400;4;SO74129;1;0;1265,6195;2319,99;57,9998
537;20131228;18400;4;SO74129;1;0;13,09;35,00;0,875
528;20131228;18400;4;SO74129;1;0;1,8663;4,99;0,1248
477;20131228;18400;4;SO74129;1;0;1,8663;4,99;0,1248
478;20131228;18400;4;SO74129;1;0;3,7363;9,99;0,2498
222;20131228;18400;4;SO74129;1;0;13,0863;34,99;0,8748
359;20131228;21266;6;SO74130;1;0;1251,9813;2294,99;57,3748
485;20131228;21266;6;SO74130;1;0;8,2205;21,98;0,5495
486;20131228;21266;6;SO74130;1;0;59,466;159,00;3,975
353;20131228;18418;4;SO74131;1;0;1265,6195;2319,99;57,9998
480;20131228;18418;4;SO74131;1;0;0,8565;2,29;0,0573
357;20131228;11512;6;SO74132;1;0;1265,6195;2319,99;57,9998
560;20131228;13765;10;SO74133;1;0;755,1508;1214,85;30,3713
541;20131228;13765;10;SO74133;1;0;10,8423;28,99;0,7248
579;20131228;20051;8;SO74134;1;0;755,1508;1214,85;30,3713
217;20131228;20051;8;SO74134;1;0;13,0863;34,99;0,8748
585;20131228;28368;7;SO74135;1;0;461,4448;742,35;18,5588
479;20131228;28368;7;SO74135;1;0;3,3623;8,99;0,2248
477;20131228;28368;7;SO74135;1;0;1,8663;4,99;0,1248
217;20131228;28368;7;SO74135;1;0;13,0863;34,99;0,8748
353;20131228;14055;9;SO74136;1;0;1265,6195;2319,99;57,9998
485;20131228;14055;9;SO74136;1;0;8,2205;21,98;0,5495
217;20131228;14055;9;SO74136;1;0;13,0863;34,99;0,8748
376;20131228;22202;9;SO74137;1;0;1554,9479;2443,35;61,0838
529;20131228;22202;9;SO74137;1;0;1,4923;3,99;0,0998
540;20131228;22202;9;SO74137;1;0;12,1924;32,60;0,815
480;20131228;22202;9;SO74137;1;0;0,8565;2,29;0,0573
484;20131228;22202;9;SO74137;1;0;2,9733;7,95;0,1988
579;20131228;26303;4;SO74138;1;0;755,1508;1214,85;30,3713
222;20131228;26303;4;SO74138;1;0;13,0863;34,99;0,8748
361;20131228;13967;9;SO74139;1;0;1251,9813;2294,99;57,3748
528;20131228;13967;9;SO74139;1;0;1,8663;4,99;0,1248
537;20131228;13967;9;SO74139;1;0;13,09;35,00;0,875
472;20131228;13967;9;SO74139;1;0;23,749;63,50;1,5875
568;20131228;24757;6;SO74140;1;0;461,4448;742,35;18,5588
479;20131228;24757;6;SO74140;1;0;3,3623;8,99;0,2248
477;20131228;24757;6;SO74140;1;0;1,8663;4,99;0,1248
225;20131228;24757;6;SO74140;1;0;6,9223;8,99;0,2248
604;20131228;23884;4;SO74141;1;0;343,6496;539,99;13,4998
471;20131228;23884;4;SO74141;1;0;23,749;63,50;1,5875
384;20131228;22253;1;SO74142;1;0;713,0798;1120,49;28,0123
490;20131228;22253;1;SO74142;1;0;41,5723;53,99;1,3498
606;20131228;28517;10;SO74143;1;0;343,6496;539,99;13,4998
479;20131228;28517;10;SO74143;1;0;3,3623;8,99;0,2248
477;20131228;28517;10;SO74143;1;0;1,8663;4,99;0,1248
463;20131228;28517;10;SO74143;1;0;9,1593;24,49;0,6123
574;20131228;12314;8;SO74144;1;0;1481,9379;2384,07;59,6018
222;20131228;12314;8;SO74144;1;0;13,0863;34,99;0,8748
561;20131228;13650;9;SO74145;1;0;1481,9379;2384,07;59,6018
584;20131228;26916;9;SO74146;1;0;343,6496;539,99;13,4998
605;20131228;27473;9;SO74147;1;0;343,6496;539,99;13,4998
538;20131228;27473;9;SO74147;1;0;8,0373;21,49;0,5373
490;20131228;27473;9;SO74147;1;0;41,5723;53,99;1,3498
594;20131227;13156;9;SO74029;1;0;308,2179;564,99;14,1248
535;20131227;13156;9;SO74029;1;0;9,3463;24,99;0,6248
480;20131227;13156;9;SO74029;1;0;0,8565;2,29;0,0573
580;20131227;24586;9;SO74030;1;0;1082,51;1700,99;42,5248
484;20131227;11500;6;SO74031;1;0;2,9733;7,95;0,1988
535;20131227;11369;9;SO74032;1;0;9,3463;24,99;0,6248
214;20131227;11369;9;SO74032;1;0;13,0863;34,99;0,8748
539;20131227;15794;9;SO74033;1;0;9,3463;24,99;0,6248
537;20131227;22005;9;SO74034;1;0;13,09;35,00;0,875
485;20131227;22005;9;SO74034;1;0;8,2205;21,98;0,5495
488;20131227;22005;9;SO74034;1;0;41,5723;53,99;1,3498
465;20131227;22005;9;SO74034;1;0;9,1593;24,49;0,6123
491;20131227;16710;9;SO74035;1;0;41,5723;53,99;1,3498
357;20131227;13548;8;SO74036;1;0;1265,6195;2319,99;57,9998
478;20131227;13548;8;SO74036;1;0;3,7363;9,99;0,2498
359;20131227;13515;8;SO74037;1;0;1251,9813;2294,99;57,3748
528;20131227;13515;8;SO74037;1;0;1,8663;4,99;0,1248
537;20131227;13515;8;SO74037;1;0;13,09;35,00;0,875
217;20131227;13515;8;SO74037;1;0;13,0863;34,99;0,8748
361;20131227;15087;10;SO74038;1;0;1251,9813;2294,99;57,3748
214;20131227;15087;10;SO74038;1;0;13,0863;34,99;0,8748
225;20131227;15087;10;SO74038;1;0;6,9223;8,99;0,2248
359;20131227;15088;10;SO74039;1;0;1251,9813;2294,99;57,3748
478;20131227;15088;10;SO74039;1;0;3,7363;9,99;0,2498
477;20131227;15088;10;SO74039;1;0;1,8663;4,99;0,1248
484;20131227;15088;10;SO74039;1;0;2,9733;7,95;0,1988
363;20131227;12830;7;SO74040;1;0;1251,9813;2294,99;57,3748
537;20131227;12830;7;SO74040;1;0;13,09;35,00;0,875
528;20131227;12830;7;SO74040;1;0;1,8663;4,99;0,1248
